,anime_id,user_id,rating
0,1580,53373,9.559084
1,1580,30356,9.351516
2,1580,10338,9.316764
3,1580,51803,9.312064
4,1580,57854,9.303107
5,1580,17759,9.282679
6,1580,32320,9.275995
7,1580,25160,9.27252
8,1580,17605,9.252369
9,1580,46179,9.18522
10,5300,71640,12.289507
11,5300,56206,11.46192
12,5300,60492,11.45234
13,5300,53199,11.441663
14,5300,57536,11.398071
15,5300,391,11.19146
16,5300,19915,11.124378
17,5300,35696,10.977225
18,5300,73228,10.899608
19,5300,54665,10.889289
20,9900,10338,10.194938
21,9900,52638,10.183459
22,9900,60639,10.1515665
23,9900,17315,10.142287
24,9900,61110,10.137387
25,9900,57271,10.136279
26,9900,31540,10.135159
27,9900,30062,10.114407
28,9900,10925,10.093668
29,9900,29560,10.092764
30,471,60634,9.543588
31,471,10623,9.53661
32,471,66623,9.470931
33,471,60261,9.462585
34,471,57684,9.459385
35,471,55636,9.444325
36,471,29560,9.429842
37,471,64347,9.416662
38,471,59847,9.410939
39,471,59990,9.402591
40,1591,50297,9.47075
41,1591,5165,9.135049
42,1591,44615,8.949983
43,1591,57278,8.948604
44,1591,16969,8.917737
45,1591,44667,8.914953
46,1591,5371,8.912816
47,1591,5187,8.910743
48,1591,60634,8.9079
49,1591,1262,8.906507
50,24171,65706,10.13047
51,24171,4030,10.05281
52,24171,10338,9.936935
53,24171,33351,9.856329
54,24171,33125,9.853535
55,24171,16010,9.826419
56,24171,31152,9.820436
57,24171,12580,9.802966
58,24171,72794,9.800684
59,24171,30356,9.785817
60,25591,69605,9.152812
61,25591,57536,9.142437
62,25591,47492,9.089266
63,25591,4030,8.899417
64,25591,70937,8.763406
65,25591,42754,8.659577
66,25591,11921,8.650296
67,25591,62882,8.641214
68,25591,72794,8.597218
69,25591,67157,8.578615
70,1342,53373,12.824523
71,1342,17759,11.831535
72,1342,8426,11.379813
73,1342,41540,11.373179
74,1342,51803,11.329919
75,1342,31934,11.315937
76,1342,8105,11.287987
77,1342,51445,11.092782
78,1342,32320,10.849796
79,1342,44449,10.744406
80,2122,41540,12.093444
81,2122,55074,10.896041
82,2122,10064,10.204332
83,2122,56145,10.192869
84,2122,5929,10.001007
85,2122,11921,9.995639
86,2122,25162,9.955904
87,2122,25714,9.955732
88,2122,7973,9.928912
89,2122,41384,9.891507
90,2142,67411,9.812475
91,2142,53082,9.78446
92,2142,17518,9.579414
93,2142,52514,9.5641775
94,2142,69085,9.529133
95,2142,2721,9.493693
96,2142,16969,9.489678
97,2142,32476,9.479808
98,2142,15618,9.461522
99,2142,31945,9.447013
100,7982,61110,10.295195
101,7982,10338,10.294981
102,7982,31005,10.270999
103,7982,10925,10.261967
104,7982,30062,10.252784
105,7982,31540,10.237777
106,7982,52638,10.222025
107,7982,57271,10.215881
108,7982,1565,10.201002
109,7982,69306,10.196665
110,31912,60492,7.288496
111,31912,71640,6.929811
112,31912,55046,6.597045
113,31912,56206,6.5302167
114,31912,5225,6.4758387
115,31912,43604,6.4680543
116,31912,11094,6.434851
117,31912,47116,6.3680463
118,31912,33351,6.364208
119,31912,54665,6.3610353
120,463,59713,11.200167
121,463,47041,10.643975
122,463,69605,10.421156
123,463,23436,10.335556
124,463,49237,10.310065
125,463,6501,10.274765
126,463,52500,10.263779
127,463,58161,10.259375
128,463,32680,10.23752
129,463,47889,10.235161
130,833,22185,9.638803
131,833,31945,9.594816
132,833,17518,9.52641
133,833,53247,9.484436
134,833,6591,9.412492
135,833,32476,9.394955
136,833,39139,9.370633
137,833,2721,9.369096
138,833,49324,9.368972
139,833,66554,9.363231
140,10623,60492,8.752635
141,10623,71640,8.700724
142,10623,24246,8.67635
143,10623,53199,8.656845
144,10623,8449,8.650644
145,10623,1692,8.629825
146,10623,56206,8.568053
147,10623,50742,8.522644
148,10623,33351,8.50753
149,10623,65924,8.492421
150,11033,65706,10.751694
151,11033,55974,10.589151
152,11033,31186,10.2551365
153,11033,47492,10.204626
154,11033,391,10.18847
155,11033,32061,10.1793165
156,11033,61906,10.120618
157,11033,69605,10.109908
158,11033,13824,10.106878
159,11033,59857,10.051129
160,17753,3105,8.979435
161,17753,2540,8.95557
162,17753,7029,8.812606
163,17753,60639,8.7751255
164,17753,16390,8.77165
165,17753,28552,8.764434
166,17753,8294,8.754134
167,17753,60053,8.73373
168,17753,63126,8.717231
169,17753,59246,8.715282
170,30903,71640,11.065183
171,30903,35696,10.57972
172,30903,19327,10.532572
173,30903,57536,10.318067
174,30903,12688,10.222268
175,30903,39079,10.05762
176,30903,38589,10.054603
177,30903,391,10.01169
178,30903,54134,9.998859
179,30903,8501,9.953403
180,6654,8105,16.686594
181,6654,17759,16.065521
182,6654,41540,15.575995
183,6654,14454,14.268676
184,6654,53373,14.245148
185,6654,59713,14.229742
186,6654,55074,13.612452
187,6654,58855,13.46623
188,6654,49961,13.317018
189,6654,51803,13.30098
190,16574,52963,10.678768
191,16574,391,10.565726
192,16574,71830,10.539251
193,16574,57922,10.397097
194,16574,53247,10.230189
195,16574,40581,10.118503
196,16574,6691,10.09454
197,16574,33981,10.0225
198,16574,31945,9.956014
199,16574,66964,9.887492
200,29814,25160,5.95792
201,29814,391,5.8991904
202,29814,55153,5.8980756
203,29814,5371,5.8947916
204,29814,53373,5.890571
205,29814,51976,5.8747096
206,29814,58161,5.811979
207,29814,52638,5.80807
208,29814,10338,5.805275
209,29814,3759,5.8030996
210,29834,4030,7.6514006
211,29834,9218,7.3706107
212,29834,10338,7.3666887
213,29834,70094,7.365465
214,29834,63621,7.3605924
215,29834,71861,7.3572025
216,29834,30307,7.3530602
217,29834,62505,7.3407836
218,29834,4184,7.338483
219,29834,72287,7.338483
220,30654,56206,11.180161
221,30654,47492,11.097156
222,30654,33791,10.893619
223,30654,55974,10.864039
224,30654,9295,10.853256
225,30654,57536,10.842406
226,30654,31050,10.842302
227,30654,3105,10.840731
228,30654,37765,10.809333
229,30654,4184,10.788691
230,1645,69605,10.669068
231,1645,72794,10.273851
232,1645,70193,10.2022915
233,1645,47492,10.064866
234,1645,4030,10.05447
235,1645,32855,10.038146
236,1645,1692,10.037137
237,1645,46282,10.0162525
238,1645,2787,9.941298
239,1645,13876,9.940111
240,3175,17759,11.3646965
241,3175,41540,10.80278
242,3175,58855,10.483224
243,3175,10338,10.373307
244,3175,25160,10.188876
245,3175,53373,10.107307
246,3175,50347,10.084989
247,3175,55153,10.061159
248,3175,61480,10.053129
249,3175,58161,10.035515
250,4935,15670,10.244285
251,4935,47116,10.126211
252,4935,33825,10.030061
253,4935,60492,10.020322
254,4935,54665,10.01373
255,4935,11094,10.002371
256,4935,28396,9.9567795
257,4935,54391,9.903946
258,4935,42155,9.899107
259,4935,69694,9.881521
260,9465,60492,10.910556
261,9465,1692,10.479074
262,9465,53107,10.344541
263,9465,33351,10.31887
264,9465,24246,10.304938
265,9465,8449,10.286233
266,9465,33825,10.28602
267,9465,50742,10.266099
268,9465,13116,10.259066
269,9465,60318,10.196106
270,31035,71640,8.989083
271,31035,56206,8.659647
272,31035,35696,8.393591
273,31035,59427,8.390564
274,31035,391,8.355084
275,31035,54134,8.345834
276,31035,60492,8.248188
277,31035,43604,8.084344
278,31035,15386,8.054844
279,31035,39079,8.052651
280,496,66242,12.988985
281,496,66432,10.753265
282,496,10845,10.447329
283,496,52182,10.302768
284,496,66021,10.273623
285,496,26760,10.234924
286,496,27960,10.007682
287,496,26515,9.953617
288,496,18767,9.944143
289,496,5650,9.93372
290,2366,53373,9.280817
291,2366,25160,9.224384
292,2366,5371,9.21052
293,2366,10338,9.13094
294,2366,55153,9.121585
295,2366,51976,9.104262
296,2366,58161,9.031432
297,2366,53128,9.017372
298,2366,58088,9.000705
299,2366,52638,8.996963
300,2866,33981,10.695461
301,2866,16969,10.516567
302,2866,57536,10.276103
303,2866,2721,10.215354
304,2866,50297,10.188027
305,2866,47492,10.051522
306,2866,16827,10.014158
307,2866,26092,9.989861
308,2866,3269,9.929557
309,2866,57922,9.926667
310,6336,60492,11.926546
311,6336,71640,11.71105
312,6336,56206,11.440477
313,6336,53199,10.956
314,6336,43604,10.953859
315,6336,1612,10.812093
316,6336,16739,10.810142
317,6336,44160,10.785109
318,6336,12413,10.734813
319,6336,47041,10.7338
320,8086,60789,10.10075
321,8086,65924,10.090289
322,8086,10338,10.088557
323,8086,13116,10.084355
324,8086,4030,10.067249
325,8086,11802,10.036214
326,8086,24246,10.033941
327,8086,61110,10.03224
328,8086,50742,10.030939
329,8086,19915,10.021582
330,9376,52963,14.491199
331,9376,54134,14.265325
332,9376,46179,14.000195
333,9376,35696,13.862902
334,9376,39079,13.63589
335,9376,60251,13.288202
336,9376,15386,12.93676
337,9376,53373,12.863367
338,9376,2241,12.810384
339,9376,59427,12.713392
340,6397,69605,13.810804
341,6397,47492,12.725201
342,6397,31050,12.255198
343,6397,44773,12.218506
344,6397,34014,12.20051
345,6397,45759,12.037016
346,6397,71449,11.89497
347,6397,65706,11.633695
348,6397,35880,11.553378
349,6397,40486,11.506018
350,12027,52963,12.707942
351,12027,6501,12.028053
352,12027,5657,11.757924
353,12027,53373,11.707181
354,12027,20551,11.419748
355,12027,10458,11.1897335
356,12027,41540,11.115905
357,12027,57633,11.080815
358,12027,54007,11.059301
359,12027,11921,11.054961
360,22097,69605,10.864014
361,22097,47492,10.635782
362,22097,4030,10.630489
363,22097,9295,10.511048
364,22097,62229,10.357942
365,22097,30349,10.354497
366,22097,55974,10.314337
367,22097,9218,10.299019
368,22097,72794,10.288814
369,22097,3752,10.286252
370,24347,53373,11.594024
371,24347,42374,11.278513
372,24347,27990,11.024099
373,24347,16010,10.962749
374,24347,10338,10.86166
375,24347,4030,10.823293
376,24347,25218,10.798459
377,24347,17759,10.773123
378,24347,35953,10.742307
379,24347,33125,10.646575
380,25517,47492,10.628065
381,25517,69605,10.510095
382,25517,65706,10.493953
383,25517,55974,10.431954
384,25517,4030,10.230988
385,25517,20359,10.225106
386,25517,31050,10.200696
387,25517,37765,10.178927
388,25517,69046,10.17717
389,25517,72794,10.174112
390,148,35953,10.341557
391,148,27990,10.218213
392,148,6094,9.895421
393,148,5371,9.885977
394,148,66082,9.868711
395,148,51016,9.850084
396,148,16010,9.828221
397,148,44615,9.6920805
398,148,73241,9.673513
399,148,73434,9.663394
400,1088,6980,11.292999
401,1088,44160,10.827132
402,1088,43604,10.753675
403,1088,5371,10.547433
404,1088,12413,10.518247
405,1088,61200,10.510655
406,1088,6494,10.483012
407,1088,2336,10.4674425
408,1088,24577,10.445781
409,1088,60492,10.440838
410,1238,59713,10.640139
411,1238,47041,10.43727
412,1238,69605,10.239535
413,1238,60622,10.120625
414,1238,58828,10.102729
415,1238,59159,10.089833
416,1238,47889,10.076693
417,1238,58161,10.071194
418,1238,52500,10.026123
419,1238,49237,10.011987
420,3918,24140,12.590933
421,3918,50297,12.355711
422,3918,16969,12.235522
423,3918,39925,12.117374
424,3918,57278,11.847628
425,3918,59451,11.451159
426,3918,26319,11.333922
427,3918,64762,11.260444
428,3918,33981,11.237816
429,3918,55974,11.219723
430,4818,35953,10.454269
431,4818,44615,9.6978
432,4818,53373,9.62712
433,4818,16010,9.563361
434,4818,45759,9.354855
435,4818,25218,9.280969
436,4818,56170,9.2521515
437,4818,10059,9.184963
438,4818,42374,8.98031
439,4818,10064,8.873163
440,6658,56206,3.3004684
441,6658,43604,3.1073406
442,6658,6980,3.0756927
443,6658,71640,3.0593407
444,6658,15386,3.029365
445,6658,29586,2.9893324
446,6658,24452,2.967135
447,6658,56280,2.9426973
448,6658,43879,2.9204333
449,6658,60492,2.9150224
450,1829,59713,10.606785
451,1829,10338,10.411721
452,1829,4030,10.355811
453,1829,16245,10.318688
454,1829,2540,10.290389
455,1829,49237,10.21523
456,1829,58161,10.185833
457,1829,51976,10.182614
458,1829,54848,10.182166
459,1829,11105,10.167688
460,1959,26839,10.938889
461,1959,28409,10.737431
462,1959,20707,10.419863
463,1959,51445,10.09051
464,1959,26722,10.08284
465,1959,30356,10.056004
466,1959,8105,10.0460615
467,1959,61587,10.033717
468,1959,51803,10.023018
469,1959,17759,9.9876995
470,2659,46179,11.614987
471,2659,6501,11.28454
472,2659,55074,10.855979
473,2659,41540,10.820537
474,2659,59713,10.818169
475,2659,53373,10.812718
476,2659,8105,10.776473
477,2659,10458,10.773555
478,2659,54706,10.602535
479,2659,49961,10.600685
480,17389,9295,11.314619
481,17389,71640,11.28452
482,17389,56206,11.275777
483,17389,47041,11.174411
484,17389,60492,11.12216
485,17389,1612,11.0854435
486,17389,30349,10.937676
487,17389,53199,10.853395
488,17389,24720,10.853053
489,17389,57285,10.773848
490,17679,6980,10.327113
491,17679,58828,9.939943
492,17679,70268,9.835499
493,17679,44160,9.788514
494,17679,5371,9.761469
495,17679,29808,9.736494
496,17679,56206,9.730922
497,17679,30356,9.7288
498,17679,59159,9.727558
499,17679,50742,9.711266
500,33569,33351,9.966003
501,33569,33125,9.809009
502,33569,65706,9.773421
503,33569,33313,9.563934
504,33569,20707,9.477774
505,33569,18084,9.246368
506,33569,69100,9.232243
507,33569,4353,9.218871
508,33569,31670,9.218689
509,33569,31152,9.217889
510,540,6980,11.082242
511,540,50297,10.576536
512,540,6501,10.504252
513,540,52764,10.390739
514,540,5371,10.354307
515,540,64347,10.28522
516,540,43604,10.265849
517,540,44160,10.255054
518,540,28267,10.233076
519,540,22922,10.231303
520,1460,59014,10.029318
521,1460,28675,10.023053
522,1460,61035,10.007691
523,1460,68342,9.997877
524,1460,20189,9.960531
525,1460,25997,9.9387245
526,1460,57922,9.916563
527,1460,47619,9.910144
528,1460,60223,9.904505
529,1460,60634,9.902361
530,1990,17759,10.778259
531,1990,10338,9.568373
532,1990,42374,9.525211
533,1990,58559,9.5222645
534,1990,8105,9.473232
535,1990,58855,9.435276
536,1990,61433,9.374658
537,1990,33125,9.363689
538,1990,27990,9.32
539,1990,51094,9.2382965
540,2580,50297,10.011649
541,2580,5187,9.906121
542,2580,28304,9.736551
543,2580,8449,9.723329
544,2580,44615,9.701083
545,2580,53709,9.679593
546,2580,58559,9.649976
547,2580,60634,9.649518
548,2580,21120,9.648264
549,2580,24538,9.635223
550,4190,25218,12.804518
551,4190,54812,12.369354
552,4190,29408,11.930269
553,4190,45295,11.924009
554,4190,12688,11.566286
555,4190,71449,11.553091
556,4190,3105,11.364687
557,4190,69223,11.304329
558,4190,65706,11.294767
559,4190,57536,11.275846
560,31680,65706,10.598289
561,31680,3105,10.470236
562,31680,41540,10.437987
563,31680,44821,10.431412
564,31680,25714,10.402938
565,31680,55074,10.319253
566,31680,63126,10.313886
567,31680,10064,10.21147
568,31680,13876,10.1952915
569,31680,4030,10.190295
570,1721,24140,10.631238
571,1721,50297,10.118402
572,1721,57278,9.957382
573,1721,6980,9.897652
574,1721,43604,9.778234
575,1721,16969,9.711831
576,1721,52441,9.687711
577,1721,5371,9.670417
578,1721,43879,9.66648
579,1721,57536,9.649417
580,2811,53373,13.002932
581,2811,25218,12.279703
582,2811,16010,11.809507
583,2811,36046,11.792571
584,2811,10064,11.7865095
585,2811,8105,11.672396
586,2811,5406,11.580523
587,2811,41540,11.510793
588,2811,17759,11.464831
589,2811,42074,11.37631
590,4161,60492,8.654029
591,4161,26969,7.834399
592,4161,55046,7.6670465
593,4161,71640,7.2611294
594,4161,5225,7.2493734
595,4161,72791,7.2001743
596,4161,21964,7.160078
597,4161,66207,7.104024
598,4161,41693,7.0830526
599,4161,6980,7.077463
600,12471,60053,9.999829
601,12471,2540,9.935806
602,12471,10338,9.919546
603,12471,16245,9.883799
604,12471,4030,9.870916
605,12471,28407,9.859099
606,12471,10925,9.838861
607,12471,1565,9.838249
608,12471,35233,9.823515
609,12471,20855,9.823027
610,12611,44615,10.904972
611,12611,57922,10.7227
612,12611,391,10.446704
613,12611,53247,10.391119
614,12611,32061,10.265727
615,12611,5187,10.08303
616,12611,16010,10.060734
617,12611,61142,10.019707
618,12611,64762,9.869921
619,12611,34077,9.844811
620,13261,60639,10.260503
621,13261,5371,10.223929
622,13261,28552,10.194239
623,13261,7029,10.178355
624,13261,67331,10.16489
625,13261,6591,10.16344
626,13261,54171,10.147137
627,13261,3105,10.125159
628,13261,54624,10.11492
629,13261,57805,10.104342
630,19351,41540,11.282063
631,19351,4030,10.344635
632,19351,25218,10.206065
633,19351,65706,10.178211
634,19351,42374,10.159576
635,19351,35953,10.131269
636,19351,10064,10.086806
637,19351,52514,10.082773
638,19351,60053,9.997334
639,19351,71965,9.961222
640,33221,6980,12.374425
641,33221,56206,11.90063
642,33221,43604,11.607496
643,33221,15386,11.563068
644,33221,39079,11.430447
645,33221,24452,11.291886
646,33221,50823,11.11324
647,33221,55046,11.092994
648,33221,14893,11.012762
649,33221,59447,10.989165
650,392,24720,10.983797
651,392,56206,10.972074
652,392,47041,10.947712
653,392,35710,10.727687
654,392,16739,10.717597
655,392,55125,10.66515
656,392,66814,10.641842
657,392,1612,10.62972
658,392,5657,10.627944
659,392,44160,10.572204
660,243,41540,12.017733
661,243,31956,11.292799
662,243,17759,10.509243
663,243,51933,10.417145
664,243,29702,10.261936
665,243,66898,10.251415
666,243,57805,10.201931
667,243,7071,10.122591
668,243,63305,10.11468
669,243,57888,10.081343
670,623,60639,9.952669
671,623,59432,9.915267
672,623,51933,9.89698
673,623,48862,9.832657
674,623,60223,9.803891
675,623,41540,9.802238
676,623,67020,9.743895
677,623,59519,9.738452
678,623,10623,9.737914
679,623,17143,9.72802
680,1483,391,11.28374
681,1483,56206,10.977543
682,1483,44160,10.969497
683,1483,71640,10.899016
684,1483,33351,10.819622
685,1483,43604,10.790387
686,1483,5371,10.6433735
687,1483,66547,10.594634
688,1483,36293,10.556332
689,1483,69261,10.546437
690,2563,56206,11.887512
691,2563,60492,11.7778015
692,2563,6980,11.699156
693,2563,43604,11.60484
694,2563,57536,11.206519
695,2563,55046,11.145181
696,2563,26969,11.111891
697,2563,391,11.002771
698,2563,43879,10.939867
699,2563,71640,10.914334
700,6773,3105,10.439705
701,6773,55974,10.281925
702,6773,67843,10.206644
703,6773,60639,10.180277
704,6773,17143,10.148467
705,6773,35249,10.1448765
706,6773,13824,10.144529
707,6773,38198,10.114337
708,6773,65826,10.1085005
709,6773,20495,10.10618
710,10703,55974,10.719791
711,10703,69605,10.669025
712,10703,65706,10.53062
713,10703,47492,10.357245
714,10703,57278,10.305024
715,10703,20359,10.255482
716,10703,19915,10.026978
717,10703,57536,9.958214
718,10703,28028,9.894592
719,10703,31050,9.804308
720,24873,65706,10.152686
721,24873,44615,9.589512
722,24873,2721,9.2529955
723,24873,4030,9.250458
724,24873,3883,9.2191
725,24873,24271,9.2071085
726,24873,16229,9.191897
727,24873,33125,9.140884
728,24873,22263,9.135462
729,24873,3566,9.128903
730,25283,65706,10.117432
731,25283,44615,9.965358
732,25283,4030,9.943856
733,25283,60053,9.919349
734,25283,35953,9.864874
735,25283,2721,9.6725235
736,25283,37535,9.643181
737,25283,42374,9.624435
738,25283,10338,9.5805855
739,25283,2341,9.546694
740,28883,2721,10.0243
741,28883,44615,9.981691
742,28883,33981,9.89257
743,28883,57922,9.715967
744,28883,13824,9.567306
745,28883,65706,9.521991
746,28883,66554,9.499346
747,28883,29454,9.470406
748,28883,17315,9.447451
749,28883,34248,9.436295
750,31763,65706,10.673009
751,31763,57278,9.916293
752,31763,4030,9.844886
753,31763,13824,9.806678
754,31763,17315,9.806236
755,31763,61110,9.7918625
756,31763,55974,9.7900305
757,31763,39206,9.787519
758,31763,31152,9.778285
759,31763,3883,9.772543
760,34103,9295,12.089438
761,34103,69605,12.051793
762,34103,47492,11.620645
763,34103,53199,11.254704
764,34103,31050,11.245213
765,34103,67606,11.053413
766,34103,55974,11.034204
767,34103,18963,10.962255
768,34103,24232,10.94277
769,34103,8501,10.93111
770,1084,16245,9.95146
771,1084,2540,9.841845
772,1084,8449,9.761872
773,1084,28407,9.632131
774,1084,28338,9.595491
775,1084,60053,9.557388
776,1084,12027,9.555504
777,1084,5165,9.549504
778,1084,54848,9.542561
779,1084,14048,9.534241
780,5614,29408,12.572293
781,5614,71449,12.221512
782,5614,19327,11.998948
783,5614,8501,11.975068
784,5614,391,11.910073
785,5614,42271,11.888828
786,5614,35880,11.822449
787,5614,30959,11.764879
788,5614,69223,11.5253315
789,5614,44773,11.523445
790,1025,57291,9.910231
791,1025,1692,9.877484
792,1025,25160,9.752084
793,1025,30356,9.738987
794,1025,16677,9.717875
795,1025,57922,9.712543
796,1025,7312,9.68705
797,1025,68179,9.67817
798,1025,24246,9.674636
799,1025,61110,9.666326
800,1395,60492,12.92594
801,1395,26969,12.841139
802,1395,55046,12.75
803,1395,17939,12.126012
804,1395,73241,12.007585
805,1395,32061,11.980293
806,1395,73468,11.977089
807,1395,36293,11.957958
808,1395,43604,11.88693
809,1395,33351,11.878347
810,2235,39079,10.488729
811,2235,50011,10.420681
812,2235,6784,10.372298
813,2235,66242,10.353029
814,2235,51016,10.14316
815,2235,391,10.084919
816,2235,5744,10.043634
817,2235,15386,10.037508
818,2235,51903,9.995724
819,2235,27990,9.943043
820,3475,53373,11.276726
821,3475,5744,10.20012
822,3475,28409,10.197943
823,3475,12296,10.182539
824,3475,25160,10.115683
825,3475,35696,10.105339
826,3475,51016,10.0956
827,3475,9756,10.037298
828,3475,6784,9.989491
829,3475,53405,9.962187
830,12715,66964,12.610983
831,12715,10059,12.176231
832,12715,2435,11.87301
833,12715,12296,11.782293
834,12715,25218,11.770929
835,12715,45759,11.663105
836,12715,35953,11.570763
837,12715,71449,11.543726
838,12715,391,11.459618
839,12715,57116,11.201174
840,14075,33351,10.498399
841,14075,46928,10.454294
842,14075,33825,10.36159
843,14075,24246,10.300077
844,14075,4184,10.299151
845,14075,72287,10.299151
846,14075,9295,10.298402
847,14075,37467,10.292615
848,14075,60492,10.287631
849,14075,47116,10.2815
850,21715,60492,5.4663715
851,21715,71640,5.1973586
852,21715,55046,4.947784
853,21715,56206,4.8976626
854,21715,5225,4.8568788
855,21715,43604,4.85104
856,21715,11094,4.826138
857,21715,47116,4.7760353
858,21715,33351,4.773156
859,21715,54665,4.7707763
860,24355,60492,5.4663715
861,24355,71640,5.1973586
862,24355,55046,4.947784
863,24355,56206,4.8976626
864,24355,5225,4.8568788
865,24355,43604,4.85104
866,24355,11094,4.826138
867,24355,47116,4.7760353
868,24355,33351,4.773156
869,24355,54665,4.7707763
870,1896,39925,11.755899
871,1896,8105,11.398401
872,1896,59451,10.880286
873,1896,50297,10.848864
874,1896,57278,10.760232
875,1896,28627,10.642976
876,1896,30283,10.612176
877,1896,50674,10.492545
878,1896,20908,10.440525
879,1896,55974,10.439958
880,3226,60492,11.125151
881,3226,47041,11.006007
882,3226,69605,10.921928
883,3226,14658,10.793401
884,3226,57536,10.754096
885,3226,60622,10.748826
886,3226,4030,10.746216
887,3226,50742,10.727032
888,3226,33825,10.718442
889,3226,7196,10.703481
890,16916,69605,11.23956
891,16916,47492,11.102252
892,16916,55974,10.830545
893,16916,65706,10.696846
894,16916,20359,10.626958
895,16916,53199,10.595978
896,16916,18963,10.570145
897,16916,67606,10.533994
898,16916,57536,10.485064
899,16916,31050,10.477688
900,897,59713,10.672094
901,897,6501,10.0926895
902,897,54706,9.882875
903,897,20189,9.825277
904,897,47041,9.825181
905,897,49961,9.790968
906,897,72398,9.773966
907,897,4794,9.761644
908,897,32680,9.749009
909,897,28673,9.741309
910,1127,58559,10.152801
911,1127,59451,10.146851
912,1127,5371,10.145069
913,1127,39925,10.135455
914,1127,30663,10.134695
915,1127,57278,10.132506
916,1127,10338,10.10218
917,1127,60639,10.03471
918,1127,28627,10.030405
919,1127,44615,9.97271
920,2387,66242,11.128492
921,2387,9107,10.190797
922,2387,66432,10.116442
923,2387,3050,10.090834
924,2387,6501,9.994777
925,2387,39079,9.918303
926,2387,24363,9.85423
927,2387,66021,9.815962
928,2387,35448,9.802005
929,2387,54212,9.706853
930,12367,2721,10.325457
931,12367,44615,10.203315
932,12367,65706,9.946203
933,12367,66082,9.899165
934,12367,2540,9.822416
935,12367,29454,9.78479
936,12367,60053,9.782911
937,12367,3883,9.769899
938,12367,16245,9.717079
939,12367,35953,9.713033
940,858,10338,9.334045
941,858,16245,9.285572
942,858,4030,9.243114
943,858,54848,9.226486
944,858,2540,9.201923
945,858,49237,9.144795
946,858,51976,9.115246
947,858,58161,9.109435
948,858,68399,9.107773
949,858,61110,9.102901
950,4158,25218,10.527188
951,4158,68895,9.9102
952,4158,53373,9.62295
953,4158,73241,9.604107
954,4158,55424,9.527248
955,4158,20730,9.463785
956,4158,11024,9.454726
957,4158,26319,9.355264
958,4158,25160,9.342709
959,4158,20908,9.336414
960,8928,25160,9.520235
961,8928,30356,9.356445
962,8928,10338,9.283228
963,8928,55153,9.275635
964,8928,9756,9.265045
965,8928,51976,9.262743
966,8928,5371,9.258551
967,8928,1692,9.248157
968,8928,391,9.242044
969,8928,71282,9.217037
970,30988,65706,9.6863
971,30988,15618,9.653303
972,30988,3105,9.634421
973,30988,13824,9.5708
974,30988,3883,9.4985695
975,30988,7312,9.495173
976,30988,32161,9.4872675
977,30988,39206,9.474788
978,30988,16229,9.466106
979,30988,68944,9.461296
980,31118,50297,10.466539
981,31118,24140,10.031072
982,31118,5187,9.731837
983,31118,44615,9.720415
984,31118,6980,9.667822
985,31118,5165,9.667782
986,31118,16969,9.654727
987,31118,52764,9.645444
988,31118,26969,9.601618
989,31118,1262,9.516569
990,2999,39079,11.32271
991,2999,54665,10.642712
992,2999,61200,10.624622
993,2999,17939,10.606526
994,2999,6980,10.175161
995,2999,10604,10.111394
996,2999,32069,10.0493765
997,2999,7586,10.003943
998,2999,54171,9.954942
999,2999,3050,9.937534
1000,4929,25218,11.032638
1001,4929,35953,10.667083
1002,4929,53373,10.223608
1003,4929,10059,10.186508
1004,4929,16010,9.996543
1005,4929,45759,9.996269
1006,4929,41540,9.832988
1007,4929,12296,9.79984
1008,4929,10064,9.796205
1009,4929,51016,9.78233
1010,9879,17759,13.792114
1011,9879,41540,13.095018
1012,9879,42374,11.743429
1013,9879,25218,11.283211
1014,9879,10064,10.931716
1015,9879,16904,10.277625
1016,9879,31934,10.27333
1017,9879,60053,10.2419815
1018,9879,66794,10.216879
1019,9879,33125,10.089187
1020,18479,56206,1.2077216
1021,18479,12452,1.1754376
1022,18479,32229,1.1716437
1023,18479,50957,1.1652199
1024,18479,5212,1.1578152
1025,18479,16469,1.1484809
1026,18479,68943,1.1449467
1027,18479,18143,1.1323148
1028,18479,35159,1.1252232
1029,18479,64323,1.1201031
1030,19669,69605,11.334534
1031,19669,47492,11.102978
1032,19669,65706,10.950609
1033,19669,55974,10.619799
1034,19669,67606,10.592495
1035,19669,20359,10.504973
1036,19669,18963,10.432297
1037,19669,63126,10.333644
1038,19669,13876,10.320629
1039,19669,60622,10.310677
1040,1270,25218,10.896753
1041,1270,51016,10.643045
1042,1270,12296,10.372533
